epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
181,2399.93,0.5262,0.78355,0.88985,0.91901,0.74313,0.76037,0.67201,1.1532,1.71787,0.91712,0.000179046,0.000179046,0.000179046
182,2412.82,0.53165,0.79649,0.89484,0.91945,0.7428,0.7599,0.67254,1.14546,1.7147,0.9162,0.000175125,0.000175125,0.000175125
183,2425.96,0.53881,0.80804,0.89657,0.92816,0.74091,0.75987,0.67325,1.14471,1.70629,0.9184,0.000171237,0.000171237,0.000171237
184,2439.12,0.54605,0.8075,0.89943,0.91894,0.74366,0.75967,0.67295,1.15279,1.73788,0.91964,0.000167383,0.000167383,0.000167383
185,2452.55,0.54179,0.79948,0.89361,0.9224,0.74428,0.76048,0.67381,1.14998,1.73457,0.91809,0.000163564,0.000163564,0.000163564
186,2466.26,0.53694,0.80172,0.89604,0.93055,0.74273,0.7614,0.67326,1.14471,1.70694,0.91599,0.000159779,0.000159779,0.000159779
187,2479.55,0.53907,0.80013,0.89321,0.93023,0.74182,0.75964,0.67273,1.1447,1.70967,0.91709,0.000156031,0.000156031,0.000156031
188,2492.04,0.54069,0.80362,0.89955,0.91325,0.74551,0.75921,0.67289,1.14873,1.71603,0.91768,0.000152318,0.000152318,0.000152318
189,2505.56,0.53763,0.79695,0.89611,0.91306,0.74461,0.7583,0.67259,1.14214,1.70358,0.91641,0.000148642,0.000148642,0.000148642
190,2518.79,0.53245,0.78237,0.89708,0.90545,0.7459,0.75791,0.67248,1.14587,1.70925,0.91608,0.000145004,0.000145004,0.000145004
191,2532.53,0.5296,0.79696,0.89613,0.90692,0.74978,0.75918,0.67262,1.14594,1.70934,0.91744,0.000141403,0.000141403,0.000141403
192,2545.14,0.53354,0.793,0.89072,0.91747,0.74365,0.75891,0.67207,1.14576,1.70755,0.9181,0.000137841,0.000137841,0.000137841
193,2558.58,0.53771,0.7873,0.89862,0.90801,0.75117,0.75965,0.67191,1.15251,1.71813,0.91944,0.000134318,0.000134318,0.000134318
194,2573.47,0.53165,0.78253,0.89245,0.9148,0.74716,0.75939,0.6716,1.16244,1.74294,0.92294,0.000130834,0.000130834,0.000130834
195,2586.3,0.53038,0.77723,0.88496,0.91843,0.74573,0.7587,0.67189,1.1552,1.72618,0.92256,0.000127389,0.000127389,0.000127389
196,2599.62,0.52486,0.77395,0.8868,0.92566,0.74199,0.7589,0.67223,1.15737,1.73148,0.92432,0.000123986,0.000123986,0.000123986
197,2612.93,0.5268,0.77083,0.8927,0.92505,0.74076,0.75868,0.67321,1.14995,1.73049,0.91916,0.000120623,0.000120623,0.000120623
198,2626.96,0.54202,0.80357,0.89826,0.91948,0.74418,0.75932,0.67414,1.14224,1.72414,0.91945,0.000117301,0.000117301,0.000117301
199,2640.21,0.52786,0.77583,0.89125,0.92128,0.74419,0.75855,0.67294,1.14275,1.7272,0.9189,0.000114022,0.000114022,0.000114022
200,2653.54,0.52143,0.77962,0.88822,0.92109,0.74352,0.75797,0.67265,1.14534,1.72548,0.91845,0.000110784,0.000110784,0.000110784
201,2666.64,0.5236,0.77972,0.89328,0.92516,0.74381,0.75815,0.67246,1.14425,1.7191,0.91815,0.00010759,0.00010759,0.00010759
202,2680.09,0.53077,0.77628,0.89236,0.92005,0.74581,0.75831,0.67277,1.14427,1.712,0.91825,0.000104438,0.000104438,0.000104438
203,2692.64,0.52434,0.77878,0.89092,0.92425,0.74709,0.7593,0.67293,1.14156,1.71308,0.91854,0.000101331,0.000101331,0.000101331
204,2705.44,0.51604,0.76762,0.88344,0.92922,0.74558,0.75844,0.67273,1.14126,1.71758,0.91731,9.82676e-05,9.82676e-05,9.82676e-05
205,2719.07,0.5229,0.77133,0.89073,0.921,0.74746,0.75914,0.6735,1.14041,1.70933,0.9169,9.5249e-05,9.5249e-05,9.5249e-05
206,2732.05,0.51424,0.76928,0.88491,0.93564,0.73892,0.75895,0.67346,1.14102,1.70736,0.91662,9.22753e-05,9.22753e-05,9.22753e-05
207,2744.94,0.52496,0.77873,0.8953,0.92972,0.74143,0.75811,0.67339,1.14465,1.71746,0.91676,8.93472e-05,8.93472e-05,8.93472e-05
208,2758.27,0.52521,0.77529,0.88773,0.92698,0.74092,0.7576,0.67305,1.14529,1.71106,0.9187,8.64651e-05,8.64651e-05,8.64651e-05
209,2771.61,0.52477,0.78351,0.89293,0.92731,0.74384,0.75797,0.67301,1.14822,1.7134,0.92182,8.36293e-05,8.36293e-05,8.36293e-05
210,2784.08,0.52304,0.77961,0.89109,0.92511,0.74525,0.75764,0.673,1.15098,1.71891,0.92496,8.08402e-05,8.08402e-05,8.08402e-05
211,2796.89,0.5241,0.78419,0.8938,0.92647,0.74529,0.75698,0.67309,1.15094,1.71693,0.92521,7.80984e-05,7.80984e-05,7.80984e-05
212,2811.38,0.50758,0.75725,0.88813,0.92594,0.74569,0.75719,0.67316,1.14901,1.71811,0.92703,7.54041e-05,7.54041e-05,7.54041e-05
213,2824.48,0.52447,0.77779,0.89974,0.92495,0.74574,0.75662,0.67292,1.14937,1.71657,0.92703,7.27578e-05,7.27578e-05,7.27578e-05
214,2837.25,0.51463,0.75994,0.88696,0.93389,0.74313,0.75752,0.67273,1.14864,1.71836,0.92695,7.01599e-05,7.01599e-05,7.01599e-05
215,2849.91,0.51146,0.75665,0.8847,0.92692,0.74501,0.75884,0.6733,1.14861,1.72326,0.92588,6.76107e-05,6.76107e-05,6.76107e-05
216,2862.4,0.51639,0.7731,0.89072,0.93764,0.74247,0.75812,0.67331,1.14658,1.72429,0.92566,6.51106e-05,6.51106e-05,6.51106e-05
217,2874.95,0.51399,0.7724,0.88881,0.93928,0.74133,0.75785,0.67362,1.14559,1.72144,0.92337,6.266e-05,6.266e-05,6.266e-05
218,2888.3,0.51962,0.76032,0.891,0.94092,0.74134,0.75811,0.67342,1.14669,1.72101,0.92335,6.02592e-05,6.02592e-05,6.02592e-05
219,2900.74,0.51733,0.75663,0.89057,0.94139,0.74137,0.75819,0.67378,1.14899,1.72778,0.9248,5.79087e-05,5.79087e-05,5.79087e-05
220,2914.68,0.5186,0.76414,0.89095,0.94055,0.74184,0.7581,0.67365,1.14876,1.72794,0.92491,5.56086e-05,5.56086e-05,5.56086e-05
221,2927.08,0.51932,0.76525,0.89177,0.94278,0.74081,0.75809,0.67342,1.14601,1.72423,0.9249,5.33594e-05,5.33594e-05,5.33594e-05
222,2939.39,0.52555,0.76864,0.88991,0.92355,0.74763,0.75818,0.67266,1.14889,1.72502,0.92411,5.11614e-05,5.11614e-05,5.11614e-05
223,2952.73,0.51013,0.75683,0.88665,0.92375,0.74643,0.75811,0.67303,1.14937,1.72232,0.92399,4.90149e-05,4.90149e-05,4.90149e-05
224,2966.02,0.51489,0.75854,0.89011,0.92645,0.74721,0.75843,0.67277,1.14968,1.72603,0.92603,4.69203e-05,4.69203e-05,4.69203e-05
225,2978.63,0.51512,0.7645,0.8866,0.92416,0.74744,0.75738,0.67205,1.15133,1.72601,0.92696,4.48778e-05,4.48778e-05,4.48778e-05
226,2990.55,0.51468,0.75802,0.88587,0.92251,0.74695,0.75822,0.67242,1.15022,1.72325,0.92627,4.28877e-05,4.28877e-05,4.28877e-05
227,3003.93,0.50829,0.74834,0.88517,0.9255,0.74646,0.75838,0.67286,1.15066,1.72084,0.92698,4.09503e-05,4.09503e-05,4.09503e-05
228,3017.18,0.51069,0.74826,0.8829,0.93124,0.74362,0.7588,0.67297,1.14958,1.72449,0.92596,3.90659e-05,3.90659e-05,3.90659e-05
229,3030.41,0.51363,0.75431,0.88814,0.92812,0.74364,0.75873,0.67271,1.14816,1.72639,0.92473,3.72348e-05,3.72348e-05,3.72348e-05
230,3043.38,0.5085,0.75338,0.88926,0.9247,0.74614,0.75845,0.67245,1.14812,1.72419,0.92454,3.54573e-05,3.54573e-05,3.54573e-05
231,3056.88,0.50391,0.74214,0.88434,0.91534,0.74827,0.75863,0.67249,1.1493,1.72324,0.92547,3.37336e-05,3.37336e-05,3.37336e-05
232,3070.21,0.51188,0.75404,0.8822,0.91564,0.74827,0.75847,0.67294,1.14864,1.72388,0.92588,3.20639e-05,3.20639e-05,3.20639e-05
233,3082.89,0.52059,0.76257,0.89455,0.9204,0.74826,0.75845,0.67344,1.14753,1.72662,0.92631,3.04485e-05,3.04485e-05,3.04485e-05
234,3096.35,0.5159,0.75794,0.88835,0.9219,0.74906,0.75864,0.67335,1.14751,1.72533,0.92602,2.88877e-05,2.88877e-05,2.88877e-05
235,3108.47,0.5143,0.75558,0.88985,0.92089,0.74665,0.75845,0.67306,1.14604,1.7216,0.92534,2.73816e-05,2.73816e-05,2.73816e-05
236,3120.48,0.52048,0.76139,0.88742,0.92232,0.74632,0.75828,0.67297,1.14478,1.72246,0.92452,2.59305e-05,2.59305e-05,2.59305e-05
237,3133.9,0.50761,0.74118,0.88339,0.92057,0.74696,0.75841,0.67283,1.1439,1.7174,0.92455,2.45347e-05,2.45347e-05,2.45347e-05
238,3147.1,0.50779,0.74547,0.88552,0.91721,0.74679,0.75835,0.67248,1.14343,1.71444,0.92462,2.31942e-05,2.31942e-05,2.31942e-05
239,3160.03,0.50624,0.75179,0.89001,0.91807,0.74755,0.7579,0.67208,1.14371,1.71512,0.92487,2.19093e-05,2.19093e-05,2.19093e-05
240,3173.72,0.52308,0.77083,0.88977,0.91592,0.74696,0.75826,0.67264,1.14438,1.71715,0.92488,2.06802e-05,2.06802e-05,2.06802e-05
241,3186.65,0.50706,0.75903,0.88313,0.91796,0.74679,0.7584,0.67222,1.14436,1.71794,0.92482,1.9507e-05,1.9507e-05,1.9507e-05
242,3199.48,0.50731,0.74648,0.88784,0.91565,0.7465,0.75793,0.67247,1.144,1.71768,0.92497,1.839e-05,1.839e-05,1.839e-05
243,3212.45,0.50634,0.74703,0.88588,0.91578,0.74697,0.75798,0.6726,1.14399,1.71802,0.92453,1.73293e-05,1.73293e-05,1.73293e-05
244,3225.42,0.51431,0.76256,0.8865,0.91667,0.74764,0.75802,0.67261,1.14375,1.7165,0.92506,1.63251e-05,1.63251e-05,1.63251e-05
245,3238.04,0.49454,0.72876,0.88274,0.91739,0.74679,0.75817,0.67311,1.1438,1.71645,0.92489,1.53774e-05,1.53774e-05,1.53774e-05
246,3254.66,0.43792,0.61511,0.8216,0.91755,0.74672,0.75792,0.67301,1.14437,1.71954,0.92512,1.44865e-05,1.44865e-05,1.44865e-05
247,3268.74,0.43445,0.61238,0.82111,0.91593,0.74656,0.75787,0.67243,1.14487,1.72092,0.92528,1.36525e-05,1.36525e-05,1.36525e-05
248,3280.24,0.43526,0.60806,0.82268,0.91814,0.74604,0.75734,0.67198,1.14428,1.72233,0.925,1.28754e-05,1.28754e-05,1.28754e-05
249,3293.16,0.43649,0.60866,0.82132,0.91798,0.74498,0.75621,0.67147,1.14585,1.72408,0.92547,1.21555e-05,1.21555e-05,1.21555e-05
250,3307.06,0.43736,0.60809,0.82127,0.91951,0.74441,0.75631,0.67158,1.14597,1.7251,0.92547,1.14927e-05,1.14927e-05,1.14927e-05
251,3320.01,0.43907,0.61315,0.81998,0.91867,0.74433,0.75529,0.67108,1.14786,1.72758,0.92566,1.08873e-05,1.08873e-05,1.08873e-05
252,3333.09,0.43649,0.60713,0.82406,0.91767,0.74393,0.75525,0.67112,1.14753,1.72907,0.92531,1.03392e-05,1.03392e-05,1.03392e-05
253,3345.75,0.43274,0.60668,0.8223,0.91776,0.74393,0.7552,0.67141,1.15008,1.73276,0.92616,9.84867e-06,9.84867e-06,9.84867e-06
254,3359.04,0.43474,0.60532,0.82319,0.91791,0.74393,0.75508,0.67086,1.15092,1.73429,0.92625,9.41565e-06,9.41565e-06,9.41565e-06
255,3371.25,0.43729,0.60866,0.82286,0.91806,0.74393,0.75499,0.6708,1.15156,1.73876,0.92623,9.04023e-06,9.04023e-06,9.04023e-06
256,3384.45,0.43333,0.60664,0.82143,0.91933,0.74393,0.7551,0.67121,1.15255,1.74015,0.92623,8.72248e-06,8.72248e-06,8.72248e-06
257,3396.69,0.43128,0.60397,0.81993,0.91886,0.74393,0.75523,0.67111,1.1527,1.74641,0.92551,8.46244e-06,8.46244e-06,8.46244e-06
258,3409.71,0.43013,0.60248,0.81673,0.91925,0.74393,0.75507,0.67118,1.15299,1.74688,0.92528,8.26014e-06,8.26014e-06,8.26014e-06
259,3423.08,0.43739,0.60591,0.82254,0.92063,0.74393,0.755,0.67115,1.15196,1.74461,0.92488,8.11563e-06,8.11563e-06,8.11563e-06
260,3435.86,0.4331,0.60638,0.82421,0.91982,0.74393,0.75489,0.67117,1.15245,1.74495,0.92446,8.02891e-06,8.02891e-06,8.02891e-06
