epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
179,2494.32,0.8515,1.15522,0.00513,0.93167,0.74551,0.76405,0.67896,1.36408,2.20988,0.00664,7.71131e-05,7.71131e-05,7.71131e-05
180,2507.82,0.85759,1.15642,0.00529,0.92375,0.74913,0.76426,0.67985,1.36652,2.20383,0.00659,7.39547e-05,7.39547e-05,7.39547e-05
181,2522.07,0.87227,1.16794,0.00517,0.92531,0.74458,0.76399,0.67952,1.36328,2.2072,0.0066,7.08636e-05,7.08636e-05,7.08636e-05
182,2535.77,0.84686,1.16976,0.00509,0.93877,0.73874,0.76366,0.67992,1.36483,2.19897,0.00659,6.78404e-05,6.78404e-05,6.78404e-05
183,2548.99,0.83829,1.1099,0.00506,0.90614,0.75399,0.76422,0.68125,1.35862,2.20278,0.00655,6.48858e-05,6.48858e-05,6.48858e-05
184,2562.09,0.86075,1.17795,0.00526,0.91691,0.7492,0.76309,0.67971,1.36186,2.2082,0.00653,6.20003e-05,6.20003e-05,6.20003e-05
185,2575.55,0.84348,1.13816,0.00513,0.91744,0.74867,0.76221,0.67854,1.36592,2.21962,0.00653,5.91846e-05,5.91846e-05,5.91846e-05
186,2588.87,0.8577,1.16784,0.00505,0.91469,0.75089,0.76259,0.67887,1.37057,2.21725,0.00654,5.64391e-05,5.64391e-05,5.64391e-05
187,2602.75,0.85851,1.20156,0.00508,0.92318,0.7486,0.76188,0.68013,1.36139,2.20995,0.00654,5.37646e-05,5.37646e-05,5.37646e-05
188,2617.33,0.85814,1.16492,0.00508,0.91967,0.7459,0.7619,0.67973,1.35921,2.22371,0.00654,5.11614e-05,5.11614e-05,5.11614e-05
189,2630.94,0.8401,1.14914,0.00514,0.92779,0.74169,0.76195,0.68009,1.3587,2.21296,0.00651,4.86302e-05,4.86302e-05,4.86302e-05
190,2644.38,0.84341,1.1404,0.00512,0.92286,0.74419,0.76272,0.68019,1.35866,2.20935,0.00652,4.61715e-05,4.61715e-05,4.61715e-05
191,2657.4,0.83006,1.13193,0.00512,0.93451,0.73877,0.76263,0.68089,1.35575,2.21448,0.00653,4.37857e-05,4.37857e-05,4.37857e-05
192,2670.29,0.84123,1.12645,0.00512,0.93267,0.74076,0.76167,0.68065,1.36074,2.21662,0.00655,4.14734e-05,4.14734e-05,4.14734e-05
193,2684.25,0.85429,1.15784,0.00506,0.92486,0.74383,0.76146,0.68062,1.35789,2.21653,0.00655,3.9235e-05,3.9235e-05,3.9235e-05
194,2697.85,0.84363,1.13593,0.00501,0.92488,0.74392,0.76233,0.68035,1.35812,2.21356,0.00656,3.7071e-05,3.7071e-05,3.7071e-05
195,2712.07,0.84116,1.1626,0.00502,0.92419,0.74331,0.76228,0.68041,1.36099,2.22587,0.00657,3.49818e-05,3.49818e-05,3.49818e-05
196,2725.3,0.85597,1.15806,0.0051,0.92684,0.74392,0.76193,0.68039,1.35903,2.24823,0.00657,3.29679e-05,3.29679e-05,3.29679e-05
197,2739.94,0.83217,1.14164,0.00505,0.92951,0.74335,0.76215,0.68111,1.36122,2.23842,0.00656,3.10296e-05,3.10296e-05,3.10296e-05
198,2753.23,0.87529,1.17747,0.00527,0.93248,0.74195,0.76272,0.68093,1.36041,2.23133,0.00656,2.91674e-05,2.91674e-05,2.91674e-05
199,2765.81,0.81962,1.10391,0.00504,0.92743,0.74431,0.76267,0.68047,1.36009,2.22316,0.00658,2.73816e-05,2.73816e-05,2.73816e-05
200,2780.22,0.85331,1.14547,0.00495,0.92951,0.74458,0.76265,0.68001,1.35917,2.23165,0.00656,2.56726e-05,2.56726e-05,2.56726e-05
201,2794.69,0.83369,1.10793,0.0051,0.93851,0.74115,0.76261,0.68046,1.35626,2.23427,0.00658,2.40408e-05,2.40408e-05,2.40408e-05
202,2809.11,0.83415,1.15841,0.00501,0.93747,0.7397,0.76284,0.68055,1.35628,2.23898,0.00657,2.24864e-05,2.24864e-05,2.24864e-05
203,2822.28,0.8227,1.09137,0.00492,0.93338,0.743,0.76318,0.68008,1.35799,2.23656,0.00658,2.10098e-05,2.10098e-05,2.10098e-05
204,2836.01,0.84365,1.15645,0.00502,0.93449,0.74198,0.76322,0.67998,1.35858,2.2444,0.00658,1.96114e-05,1.96114e-05,1.96114e-05
205,2849.81,0.84007,1.1188,0.00511,0.93871,0.74035,0.76321,0.68024,1.35727,2.24046,0.00657,1.82913e-05,1.82913e-05,1.82913e-05
